,sentence_norm,canonical_aspect,majority_category,majority_sentiment,majority_tone,runs_count
3146,"Our integrated business model links four distinct stages of the production chain ranging from animal feed production, breeding, commercial farming, to food processing.",business model,none,positive,outcome,1
3147,"Our integrated business model links four distinct stages of the production chain ranging from animal feed production, breeding, commercial farming, to food processing.",integrated business model,g,positive,outcome,2
3148,"Our internal policies stipulate that illegal or unethical behavior is not tolerated by anyone, and we assess our bribery and corruption environment annually.",ethical conduct,e-s-g,positive,commitment,1
3149,"Our internal policies stipulate that illegal or unethical behavior is not tolerated by anyone, and we assess our bribery and corruption environment annually.",ethical conduct and risk assessment,g,positive,commitment,1
3150,Our investments in innovation mean we are taking important steps on our journey towards circularity.,circularity innovation investments,e-s-g,positive,action,1
3151,Our investments in innovation mean we are taking important steps on our journey towards circularity.,innovation investments for circularity,none,positive,action,1
3152,Our leadership in the Halal ecosystem has been recognized through three prestigious awards.,halal certification,,positive,outcome,3
3153,Our leadership in the Halal ecosystem has been recognized through three prestigious awards.,halal certification and recognition,g,positive,outcome,1
3154,Our leadership in the Halal ecosystem has been recognized through three prestigious awards.,halal ecosystem leadership,none,positive,outcome,2
3155,Our leadership in the Halal ecosystem has been recognized through three prestigious awards.,halal leadership,e-s-g,positive,outcome,1
3156,Our leadership in the Halal ecosystem has been recognized through three prestigious certifications.,halal ecosystem leadership,,positive,outcome,1
3157,Our leadership in the Halal ecosystem has been recognized through three prestigious certifications.,product compliance standards,,positive,outcome,1
3158,Our material ESG topics inform our policies and implementation.,esg integration,e-s-g,positive,action,1
3159,Our material ESG topics inform our policies and implementation.,esg policy integration,g,positive,action,1
3160,Our material ESG topics inform our policies and implementation.,material esg topics,s,positive,action,2
3161,"Our media, Liputan6.com, has also joined the International Fact Checking Network (IFC), and has become a Facebook partner.",fact-checking partnership,s,positive,action,1
3162,"Our media, Liputan6.com, has also joined the International Fact Checking Network (IFC), and has become a Facebook partner.",media ethics,e,positive,action,4
3163,Our mission of being a force for positive change is what motivates me to work for KPMG.,corporate purpose,s,positive,commitment,1
3164,Our mission of being a force for positive change is what motivates me to work for KPMG.,positive impact,none,positive,commitment,1
3165,Our mission of being a force for positive change is what motivates me to work for KPMG.,positive impact commitment,e-s,positive,commitment,1
3166,Our net profit in 2023 was IDR2.4 trillion,net profit,s,positive,outcome,1
3167,Our net profit in 2023 was IDR2.4 trillion.,net profit,none,positive,outcome,1
3168,Our policies and procedures ensure that we produce palm oil responsibly.,responsible palm oil production,g,positive,commitment,4
3169,Our policies and procedures ensure that we produce palm oil responsibly.,responsible production,e-s-g,positive,commitment,1
3170,Our policies and procedures ensure that we produce palm oil responsibly.,sustainable sourcing,e,positive,commitment,2
3171,Our policies and procedures ensure that we produce palm oil responsibly. We fully comply with the ISPO standards certification and assist our suppliers in doing the same.,sustainable agribusiness,e-s-g,positive,commitment,1
3172,Our policy on environmental management ensures systematic efforts to reduce waste and energy-use and more as part of the environmental management system.,environmental management system,g,positive,commitment,1
3173,"Our portfolio of products helps Businesses, by guaranteeing continuity in the face of disruptions, while also reducing costs and contributing to environmental goals",business continuity and environmental goals,s,positive,outcome,1
3174,"Our portfolio of products, including GoTo Connect, GoTo Resolve, and LogMeIn Rescue, helps: Employees, by enabling them to work securely and flexibly to best suit their lifestyle",employee work flexibility,e,positive,outcome,1
3175,Our position as a leading telecommunication retail and distribution Company has enforced us to continuously improve and enhance all of our operational lines in order to maintain our performance.,operational improvement,s,positive,action,1
3176,Our position as a leading telecommunication retail and distribution Company has enforced us to continuously improve and enhance all of our operational lines in order to maintain our performance.,telecommunication retail and distribution,e,positive,action,1
3177,Our poultry farmers partnership programme has been established for decades.,poultry partnership program,none,positive,outcome,1
3178,"Our production output showed a positive trajectory, supported by enhanced operational efficiency, a strong commitment to safety and environmental stewardship.",environmental stewardship,e-s-g,positive,outcome,1
3179,"Our production output showed a positive trajectory, supported by enhanced operational efficiency, a strong commitment to safety and environmental stewardship.",occupational safety,e-s-g,positive,outcome,1
3180,"Our production output showed a positive trajectory, supported by enhanced operational efficiency, a strong commitment to safety and environmental stewardship.",operational efficiency,e-s-g,positive,outcome,1
3181,"Our production output showed a positive trajectory, supported by enhanced operational efficiency, a strong commitment to safety and environmental stewardship.",operational efficiency & safety,none,positive,outcome,1
3182,"Our production output showed a positive trajectory, supported by enhanced operational efficiency, a strong commitment to safety and environmental stewardship.",operational efficiency and environmental stewardship,,positive,outcome,1
3183,"Our production output showed a positive trajectory, supported by enhanced operational efficiency, a strong commitment to safety and environmental stewardship.",operational efficiency and safety,s,positive,outcome,2
3184,"Our production output showed a positive trajectory, supported by enhanced operational efficiency, a strong commitment to safety and environmental stewardship.",production efficiency and environmental management,,positive,outcome,1
3185,"Our production output showed a positive trajectory, supported by enhanced operational efficiency, a strong commitment to safety and environmental stewardship.",production output,s,positive,outcome,1
3186,"Our production output showed a positive trajectory, supported by enhanced operational efficiency, a strong commitment to safety and environmental stewardship.",produksi,e,positive,outcome,1
3187,"Our products make IT easy so that you can focus on the things that matter most throughout the day like your projects, your professions, and even your personal passions.",customer experience,e-s-g,positive,outcome,1
3188,Our remote-centric workforce and core business of technology solutions keep our environmental footprint small.,environmental footprint,e,positive,outcome,3
3189,"Our report is prepared in accordance with the Global Reporting Initiatives (""GRI"") Sustainability Reporting Standards, incorporating the latest GRI Universal Standards of 2021.",reporting standards,s,neutral,outcome,1
3190,"Our report is prepared in accordance with the Global Reporting Initiatives (""GRI"") Sustainability Reporting Standards, incorporating the latest GRI Universal Standards of 2021.",sustainability reporting,e-s,neutral,outcome,1
